1239904339017203712 2020-03-17 13:20:05 UTC <DongFang_USA> 法广援引印度多家媒體今天報道，印度維權人士向法院控告中國國家主席習近平和中國駐印度大使孫衛東，指控他們陰謀策畫傳播武漢肺炎病毒，涉嫌犯有反人类罪。美國昨天傳有人庭控中國擴散新冠病毒罪。中國官方回應是惡人先告狀。
1239900654514118659 2020-03-17 13:05:26 UTC <DongFang_USA> 川普在推中首次将流行全球的疫情称为中国病毒：美国将加强对航空业和其它受“中国病毒”影响特别严重的产业的支持。 不久前川普的儿子曾经骂“F--k you 中国“. https://twitter.com/realdonaldtrump/status/1239685852093169664 …
1239632238733668360 2020-03-16 19:18:51 UTC <DongFang_USA> 突发：美中因赵立坚的一番没有证据的指控而引发的外交战越演越烈。国务卿蓬佩奥3月16日与中共中央外事工作办公室主任杨洁篪通电话，对“中华人民共和国试图把新冠病毒疫情过错转嫁美国表达了美方强烈反对”。蓬佩奥强调说，现在不是散布不实信息和荒诞谣言的时候，而是各国团结抗击共同威胁的时候。 pic.twitter.com/9di0ELkagv
1239631091209834497 2020-03-16 19:14:18 UTC <DongFang_USA> 加拿大终于醒过来了。从即日起，禁止所有非加拿大公民和永久居民的外国人入境，美国公民除外。 https://twitter.com/cnnbrk/status/1239622257858809859 …
1239608228482297857 2020-03-16 17:43:27 UTC <DongFang_USA> “那里站着的不是一位皇帝在展示自己的新衣，而是一位剥光了衣服也要坚持当皇帝的小丑。尽管高举一块又一块的遮羞布试图掩盖自己根本就没穿衣服的现实，但丝毫也不掩饰自己要坚决当皇帝的野心，和谁不让我当皇帝，就让你灭亡的决心！”
1239608227660169219 2020-03-16 17:43:26 UTC <DongFang_USA> 海外媒体报道称任志强是因为在一篇文章中得罪了习近平而失联。以任志强作为署名的一篇文章，炮轰“党的主席”，是一位“剥光了衣服也要坚持当皇帝的小丑”。自由亚洲电台报道称，任志强目前被北京市纪委留置（即秘密关押），关押在北京郊区蟒山市纪委培训中心。那篇在社交媒体上广泛流传的文章说：
1239605818531684353 2020-03-16 17:33:52 UTC <DongFang_USA> 日本时事通信社对此认为，新冠肺炎疫情虽然从中国武汉扩大至全球，但中国国内出现“疫情源头不一定是中国”的看法，习近平也试图探寻这一观点的科学依据。时事通信社和日本TBS电视台同时认为，中国政府试图回避新冠病毒感染蔓延的责任。
1239605817512525825 2020-03-16 17:33:52 UTC <DongFang_USA> 习近平发文要求彻查源头，日本媒体认为中共试图推卸责任。新华社3月15日报道，《求是》杂志发表习近平文章《为打赢疫情防控阻击战提供强大科技支撑》。习近平的文章说，“要统筹病毒溯源及其传播途径研究，搞清楚病源从哪里来。利用病毒蛋白和不同受体的结合特征，评估可疑动物作为中间宿主的可能性。“ pic.twitter.com/xf958YNOII
1239599585590497281 2020-03-16 17:09:06 UTC <DongFang_USA> 哈佛大學教授Julian B. Gewirtz認為，中方顯然把圍繞著這場危機的敘事，看作是一場「國際角逐」。而這些陰謀論，是這場角逐的「新的、低級的前線」。葛維茲直指，這些「大音量」的少數中國官員似乎沒有意識到，在中國希望被世界各地視為「積極貢獻者」的時候，兜售陰謀論「完全是自我拆台的行為」。
1239599239447154693 2020-03-16 17:07:43 UTC <DongFang_USA> 纽约时报指出，「美軍把疫情帶到武漢」的說法「雖然沒有一絲證據支持，但已得到中國外交部的正式認可」。這名官員（趙立堅）充分利用推特這個在中國被封鎖的平台，推動一場「聲勢浩大且強硬」的新外交攻勢。试图「播下混亂、或至少是不確定性的種子」，轉移人們對中國在疫情爆發初期所犯錯誤的注意力。
1239594160912556033 2020-03-16 16:47:33 UTC <DongFang_USA> 张文宏建议，要采取有效的个人防护，这个病真的可以防。要采取有效的个人防护，保持社交距离，然后洗手，再加上戴口罩，这三点都采用。 他说，“到现在为止，我没有看到哪个人这三点做得特别好还被感染的，这个可能性很小。”
1239473579852541952 2020-03-16 08:48:24 UTC <DongFang_USA> 最后 的骂人粗话相当于中国的三字经国骂。 https://twitter.com/yjpc06/status/1239416084559572992 …
